,Datetime,Open,High,Low,Close,Adj Close,Volume,sma_7,sma_9,disperative
0,2024-01-15 09:30:00,22070.099609375,22079.650390625,21980.400390625,21982.75,21982.75,0,,,
1,2024-01-15 10:00:00,21983.80078125,22028.900390625,21964.099609375,22025.30078125,22025.30078125,0,,,
2,2024-01-15 10:30:00,22024.55078125,22046.80078125,22019.650390625,22046.80078125,22046.80078125,0,,,
3,2024-01-15 11:00:00,22046.30078125,22063.69921875,22032.0,22057.19921875,22057.19921875,0,,,
4,2024-01-15 11:30:00,22056.80078125,22059.69921875,22026.599609375,22050.44921875,22050.44921875,0,,,
5,2024-01-15 12:00:00,22050.25,22069.400390625,22046.150390625,22062.099609375,22062.099609375,0,,,
6,2024-01-15 12:30:00,22060.69921875,22063.5,22042.55078125,22060.849609375,22060.849609375,0,,,
7,2024-01-15 13:00:00,22060.44921875,22069.30078125,22042.94921875,22058.19921875,22058.19921875,0,,,
8,2024-01-15 13:30:00,22058.599609375,22064.099609375,22026.5,22064.0,22064.0,0,,,
9,2024-01-15 14:00:00,22064.05078125,22084.0,22054.69921875,22064.05078125,22064.05078125,0,,,
10,2024-01-15 14:30:00,22065.0,22098.19921875,22053.25,22095.75,22095.75,0,,,
11,2024-01-15 15:00:00,22095.0,22113.55078125,22082.349609375,22109.80078125,22109.80078125,0,,,
12,2024-01-16 09:30:00,22061.25,22107.650390625,22051.900390625,22079.44921875,22079.44921875,0,,,
13,2024-01-16 10:00:00,22079.69921875,22102.75,22062.650390625,22094.150390625,22094.150390625,0,,,0.1512885135222966
14,2024-01-16 10:30:00,22095.05078125,22120.80078125,22087.44921875,22113.75,22113.75,0,,,0.19763309443482924
15,2024-01-16 11:00:00,22113.80078125,22123.55078125,22099.650390625,22109.19921875,22109.19921875,0,,,0.14981958322821248
16,2024-01-16 11:30:00,22110.150390625,22115.0,22076.30078125,22106.75,22106.75,0,,,0.11930510392286077
17,2024-01-16 12:00:00,22106.44921875,22107.599609375,22061.849609375,22082.94921875,22082.94921875,0,,,0.0031834872396888426
18,2024-01-16 12:30:00,22082.150390625,22090.94921875,22046.5,22055.80078125,22055.80078125,0,,,-0.12148783143333035
19,2024-01-16 13:00:00,22054.94921875,22056.400390625,22005.0,22027.44921875,22027.44921875,0,0.037292409414827886,,-0.23869508501076234
20,2024-01-16 13:30:00,22026.400390625,22049.400390625,21971.19921875,22043.849609375,22043.849609375,0,-0.0070242019107120135,,-0.15892776575648274
21,2024-01-16 14:00:00,22043.30078125,22058.44921875,22019.69921875,22040.900390625,22040.900390625,0,-0.059071541653546375,-0.007175464846410974,-0.16669828376501128
22,2024-01-16 14:30:00,22040.69921875,22053.25,22006.099609375,22044.05078125,22044.05078125,0,-0.1013291857425249,-0.04020573583718141,-0.14598392539463725
23,2024-01-16 15:00:00,22041.44921875,22046.30078125,22016.349609375,22031.599609375,22031.599609375,0,-0.14578778166367323,-0.08348775383273771,-0.1919050675251776
24,2024-01-17 09:30:00,21770.900390625,21836.900390625,21766.650390625,21792.19921875,21792.19921875,0,-0.3147248263047208,-0.2311761325522774,-1.1793758252476445
